rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_DUX4L2,rnaseq_gene__GENE_SNORA19,rnaseq_gene__GENE_KRTAP12-3,rnaseq_gene__GENE_KRTAP15-1,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_OR2M7,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_FKSG73,rnaseq_gene__GENE_OR4B1,rnaseq_gene__GENE_OR5M9,rnaseq_gene__GENE_DEFB127,rnaseq_gene__GENE_OR4C45,rnaseq_gene__GENE_OR6Y1,rnaseq_gene__GENE_OR10K1,rnaseq_gene__GENE_C11ORF40,rnaseq_gene__GENE_OR10X1,rnaseq_gene__GENE_OR8J1,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_OR5F1,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_PISRT1,rnaseq_gene__GENE_OR5H15,rnaseq_gene__GENE_OR51F1,rnaseq_gene__GENE_OR52A1,rnaseq_gene__GENE_OR4K5,rnaseq_gene__GENE_OR1S1,rnaseq_gene__GENE_OR4D11,rnaseq_gene__GENE_TAAR5,rnaseq_gene__GENE_OR4K13,rnaseq_gene__GENE_OR5AS1,rnaseq_gene__GENE_TTTY12,rnaseq_gene__GENE_OR4C13,rnaseq_gene__GENE_OR5I1,rnaseq_gene__GENE_OR8K1,rnaseq_gene__GENE_OR4C46,rnaseq_gene__GENE_OR7G1,methylation_gene__GENE_TMEM109,rnaseq_gene__GENE_OR6Q1,rnaseq_gene__GENE_OR4K2,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_OR5L2,rnaseq_gene__GENE_OR4C16,rnaseq_gene__GENE_OR4K14,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_SNORD115-7,rnaseq_gene__GENE_TAS2R16,rnaseq_gene__GENE_OR12D3,rnaseq_gene__GENE_OR8B8,rnaseq_gene__GENE_OR5H14,rnaseq_gene__GENE_OR51A4,rnaseq_gene__GENE_SPATA31B1P,rnaseq_gene__GENE_CXORF66,rnaseq_gene__GENE_CSN1S2A,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_KRTAP19-7,rnaseq_gene__GENE_OR4C15,rnaseq_gene__GENE_OR51D1,methylation_gene__GENE_ZNHIT2,rnaseq_gene__GENE_PRNT,rnaseq_gene__GENE_SCARNA4,rnaseq_gene__GENE_OR2M5,rnaseq_gene__GENE_OR14C36,rnaseq_gene__GENE_OR2Z1,rnaseq_gene__GENE_OR6K2,rnaseq_gene__GENE_OR1S2,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_OR10C1,rnaseq_gene__GENE_OR11L1,methylation_gene__GENE_MOV10,rnaseq_gene__GENE_OR4X1,rnaseq_gene__GENE_OR6C74,methylation_gene__GENE_DECR1,rnaseq_gene__GENE_OR10W1,rnaseq_gene__GENE_OR2G3,rnaseq_gene__GENE_OR2Y1,rnaseq_gene__GENE_KRTAP24-1,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_OR1A1,rnaseq_gene__GENE_OR5D13,rnaseq_gene__GENE_OR7A17,rnaseq_gene__GENE_OR5T1,rnaseq_gene__GENE_LINC00608,rnaseq_gene__GENE_OR7A10,rnaseq_gene__GENE_OR10G8,methylation_gene__GENE_IL10RB,rnaseq_gene__GENE_OR10K2,methylation_gene__GENE_CNOT10,rnaseq_gene__GENE_KRTAP12-4,rnaseq_gene__GENE_C20ORF79,rnaseq_gene__GENE_OR51V1,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_RGPD4-AS1,rnaseq_gene__GENE_OR10J1,methylation_gene__GENE_SNORD84;BAT1,rnaseq_gene__GENE_OR4S1,rnaseq_gene__GENE_CSHL1,rnaseq_gene__GENE_OR4A5,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.026304621,-0.049069166,-0.050556514,-0.050556514,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05513623,-0.056271918,-0.056941256,-0.057143763,-0.057309687,-0.059877835,-0.06147661,-0.063021496,-0.06425547,-0.048834685,-0.049290735,-0.122994564,-0.05606167,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,0.07610735,-0.06154955,-0.057611536,-0.03398203,-0.051273204,-0.051386137,-0.14956093,-0.06581708,-0.051538043,-0.051617697,-0.08251828,-0.06415578,-0.05731347,-0.051879484,-0.052135784,-0.072045244,-0.052545313,-0.059761662,-0.058577605,0.0662344,-0.052857853,0.40591368,-0.060684837,-0.06493661,-0.05300669,-0.07296509,-0.05631719,-0.05666739,0.32678154,-0.05687186,-0.06160902,-0.068801284,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.008823827,-0.049069166,-0.050556514,-0.050556514,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05513623,-0.056271918,-0.056941256,-0.057143763,-0.057309687,-0.059877835,-0.06147661,-0.063021496,-0.06425547,-0.048834685,-0.049290735,0.16205356,-0.05606167,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.17620862,-0.06154955,-0.057611536,-0.0985878,-0.051273204,-0.051386137,-0.20739904,-0.06581708,-0.051538043,-0.051617697,-0.08251828,-0.06415578,-0.05731347,-0.051879484,-0.052135784,-0.072045244,-0.052545313,-0.059761662,-0.058577605,0.014689917,-0.052857853,-0.24740428,-0.060684837,-0.06493661,-0.05300669,-0.07296509,-0.05631719,-0.05666739,-0.3147769,-0.05687186,-0.06160902,-0.068801284,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.07690399,-0.049069166,-0.050556514,-0.050556514,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05513623,-0.056271918,-0.056941256,-0.057143763,-0.057309687,-0.059877835,-0.06147661,-0.063021496,-0.06425547,-0.048834685,-0.049290735,-0.13456441,-0.05606167,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.11801072,-0.06154955,-0.057611536,-0.081886776,2.9666958,-0.051386137,-0.27182144,-0.06581708,-0.051538043,-0.051617697,1.770948,-0.06415578,-0.05731347,-0.051879484,-0.052135784,-0.072045244,-0.052545313,3.7078855,-0.058577605,-0.0524721,-0.052857853,-0.23875956,-0.060684837,-0.06493661,-0.05300669,-0.07296509,-0.05631719,-0.05666739,-0.4177129,-0.05687186,-0.06160902,3.9958677,0
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.16141987,-0.049069166,-0.050556514,-0.050556514,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05513623,-0.056271918,-0.056941256,-0.057143763,-0.057309687,-0.059877835,-0.06147661,-0.063021496,-0.06425547,-0.048834685,-0.049290735,-0.07213231,-0.05606167,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.20955662,-0.06154955,-0.057611536,-0.273287,-0.051273204,-0.051386137,-0.1224287,-0.06581708,-0.051538043,-0.051617697,-0.08251828,-0.06415578,-0.05731347,-0.051879484,-0.052135784,-0.072045244,-0.052545313,-0.059761662,-0.058577605,0.61674005,-0.052857853,-0.4158766,-0.060684837,-0.06493661,-0.05300669,-0.07296509,-0.05631719,-0.05666739,-0.008652461,-0.05687186,-0.06160902,-0.068801284,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.021410512,-0.049069166,-0.050556514,-0.050556514,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05513623,-0.056271918,-0.056941256,-0.057143763,-0.057309687,-0.059877835,-0.06147661,-0.063021496,-0.06425547,-0.048834685,-0.049290735,0.064321995,-0.05606167,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,0.035539195,-0.06154955,-0.057611536,0.09957317,-0.051273204,-0.051386137,-0.23765627,-0.06581708,-0.051538043,-0.051617697,-0.08251828,-0.06415578,-0.05731347,-0.051879484,-0.052135784,-0.072045244,-0.052545313,-0.059761662,-0.058577605,0.04182923,-0.052857853,-0.02209003,-0.060684837,-0.06493661,-0.05300669,-0.07296509,-0.05631719,-0.05666739,-0.08891338,-0.05687186,-0.06160902,-0.068801284,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454543,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.04545454,-0.045454543,-0.04545454,-0.04545454,-0.045454543,-0.045454543,-0.045454543,-0.045454543,-0.049059305,-0.049069166,-0.050556514,-0.050556514,-0.05162177,-0.052091867,-0.052358013,-0.05298958,-0.05306043,-0.054073565,-0.05513623,-0.056271918,-0.056941256,-0.057143763,-0.057309687,-0.059877835,-0.06147661,-0.063021496,-0.06425547,-0.048834685,-0.049290735,-0.23789951,-0.05606167,-0.07712625,-0.05688307,-0.05043294,-0.056040857,-0.050601136,-0.050876774,-0.18631262,-0.06154955,-0.057611536,-0.17714988,-0.051273204,-0.051386137,-0.24671364,-0.06581708,-0.051538043,-0.051617697,-0.08251828,-0.06415578,-0.05731347,-0.051879484,-0.052135784,-0.072045244,-0.052545313,-0.059761662,-0.058577605,-0.17708842,-0.052857853,-0.3462298,-0.060684837,-0.06493661,-0.05300669,-0.07296509,-0.05631719,-0.05666739,-0.53411114,-0.05687186,-0.06160902,-0.068801284,1
